<s>             | dit             | topic 134      topic 428      topic 187      topic 50       
vele            | forfaits        | topic 349      topic 267      topic 428      topic 423      
forfaits        | per             | topic 267      topic 251      topic 225      topic 507      
per             | ongeluk         | topic 428      topic 225      topic 349      topic 423      
ongeluk         | in              | topic 428      topic 187      topic 267      topic 507      
in              | de              | topic 428      topic 306      topic 267      topic 245      
de              | <UNK>           | topic 428      topic 129      topic 267      topic 18       
<UNK>           | van             | topic 267      topic 428      topic 251      topic 225      
van             | de              | topic 428      topic 245      topic 202      topic 49       
de              | US              | topic 428      topic 129      topic 349      topic 65       
US              | <UNK>           | topic 448      topic 245      topic 70       topic 421      
<UNK>           | op              | topic 225      topic 60       topic 428      topic 507      
op              | <UNK>           | topic 428      topic 245      topic 206      topic 507      
<UNK>           | <UNK>           | topic 428      topic 251      topic 225      topic 507      
<UNK>           | geraakte        | topic 251      topic 428      topic 507      topic 225      
geraakte        | </s>            | topic 428      topic 251      topic 507      topic 245      
<s>             | <UNK>           | topic 134      topic 428      topic 202      topic 49       
<UNK>           | pas             | topic 428      topic 245      topic 369      topic 65       
pas             | in              | topic 428      topic 245      topic 369      topic 306      
in              | extremis        | topic 428      topic 306      topic 15       topic 3        
extremis        | opgeroepen      | topic 428      topic 245      topic 369      topic 12       
opgeroepen      | kwam            | topic 428      topic 419      topic 251      topic 225      
kwam            | net             | topic 428      topic 419      topic 245      topic 202      
net             | op              | topic 428      topic 245      topic 251      topic 60       
op              | tijd            | topic 428      topic 245      topic 423      topic 349      
tijd            | in              | topic 428      topic 267      topic 369      topic 225      
in              | Indianapolis    | topic 428      topic 245      topic 3        topic 15       
Indianapolis    | aan             | topic 428      topic 245      topic 369      topic 251      
aan             | om              | topic 428      topic 245      topic 202      topic 265      
om              | van             | topic 428      topic 245      topic 202      topic 49       
van             | start           | topic 428      topic 245      topic 49       topic 134      
start           | te              | topic 428      topic 245      topic 202      topic 369      
te              | kunnen          | topic 203      topic 205      topic 251      topic 267      
kunnen          | gaan            | topic 245      topic 203      topic 265      topic 251      
gaan            | in              | topic 245      topic 419      topic 251      topic 265      
in              | de              | topic 428      topic 245      topic 3        topic 203      
de              | eerste          | topic 428      topic 153      topic 86       topic 276      
eerste          | ronde           | topic 428      topic 369      topic 153      topic 245      
ronde           | moest           | topic 245      topic 369      topic 203      topic 60       
moest           | clubs           | topic 245      topic 265      topic 202      topic 419      
clubs           | en              | topic 428      topic 245      topic 60       topic 369      
en              | een             | topic 245      topic 419      topic 202      topic 265      
een             | <UNK>           | topic 428      topic 2        topic 86       topic 444      
<UNK>           | lenen           | topic 86       topic 245      topic 369      topic 419      
lenen           | en              | topic 251      topic 187      topic 404      topic 440      
en              | won             | topic 251      topic 404      topic 369      topic 295      
won             | tot             | topic 428      topic 245      topic 419      topic 369      
tot             | <UNK>           | topic 428      topic 245      topic 369      topic 421      
<UNK>           | verbijstering   | topic 428      topic 245      topic 419      topic 369      
verbijstering   | het             | topic 404      topic 369      topic 60       topic 251      
het             | toernooi        | topic 289      topic 205      topic 251      topic 433      
toernooi        | </s>            | topic 428      topic 421      topic 289      topic 60       
<s>             | John            | topic 428      topic 245      topic 134      topic 265      
John            | wie             | topic 49       topic 202      topic 323      topic 245      
wie             | zonder          | topic 245      topic 428      topic 49       topic 202      
zonder          | zonde           | topic 245      topic 265      topic 202      topic 86       
zonde           | is              | topic 187      topic 205      topic 242      topic 404      
is              | <UNK>           | topic 187      topic 265      topic 202      topic 245      
<UNK>           | de              | topic 187      topic 251      topic 242      topic 303      
de              | eerste          | topic 428      topic 86       topic 245      topic 2        
eerste          | steen           | topic 428      topic 245      topic 86       topic 369      
steen           | raakte          | topic 251      topic 187      topic 404      topic 369      
raakte          | daarna          | topic 428      topic 49       topic 251      topic 187      
daarna          | aan             | topic 428      topic 49       topic 245      topic 251      
aan             | de              | topic 428      topic 245      topic 49       topic 202      
de              | drank           | topic 428      topic 86       topic 2        topic 245      
drank           | </s>            | topic 251      topic 187      topic 404      topic 267      
<s>             | hij             | topic 187      topic 49       topic 242      topic 303      
hij             | stelde          | topic 489      topic 187      topic 404      topic 267      
stelde          | zich            | topic 428      topic 49       topic 134      topic 245      
zich            | gewelddadig     | topic 428      topic 267      topic 251      topic 295      
gewelddadig     | op              | topic 205      topic 251      topic 187      topic 243      
op              | tegen           | topic 267      topic 349      topic 243      topic 428      
tegen           | zijn            | topic 243      topic 41       topic 428      topic 267      
zijn            | eerste          | topic 428      topic 470      topic 129      topic 245      
eerste          | vervolgens      | topic 428      topic 245      topic 369      topic 349      
vervolgens      | tegen           | topic 428      topic 251      topic 267      topic 245      
tegen           | zijn            | topic 428      topic 245      topic 49       topic 202      
zijn            | tweede          | topic 428      topic 245      topic 470      topic 129      
tweede          | en              | topic 245      topic 369      topic 428      topic 2        
en              | tenslotte       | topic 245      topic 428      topic 369      topic 251      
tenslotte       | tegen           | topic 428      topic 245      topic 49       topic 251      
tegen           | zijn            | topic 428      topic 245      topic 202      topic 49       
zijn            | derde           | topic 428      topic 245      topic 470      topic 129      
derde           | echtgenote      | topic 369      topic 245      topic 428      topic 225      
echtgenote      | volgde          | topic 202      topic 49       topic 245      topic 507      
volgde          | een             | topic 428      topic 245      topic 49       topic 202      
een             | <UNK>           | topic 428      topic 245      topic 470      topic 2        
<UNK>           | in              | topic 428      topic 245      topic 251      topic 49       
in              | de              | topic 428      topic 245      topic 3        topic 203      
de              | Betty           | topic 428      topic 276      topic 129      topic 203      
Betty           | Ford            | topic 202      topic 251      topic 507      topic 303      
Ford            | kliniek         | topic 60       topic 251      topic 139      topic 404      
kliniek         | zwoer           | topic 507      topic 428      topic 251      topic 225      
zwoer           | de              | topic 49       topic 507      topic 202      topic 245      
de              | drank           | topic 428      topic 245      topic 129      topic 65       
drank           | af              | topic 251      topic 507      topic 428      topic 267      
af              | won             | topic 187      topic 507      topic 251      topic 84       
won             | de              | topic 428      topic 507      topic 202      topic 251      
de              | British         | topic 428      topic 245      topic 129      topic 347      
British         | Open            | topic 468      topic 245      topic 70       topic 37       
Open            | op              | topic 203      topic 3        topic 428      topic 225      
op              | de              | topic 428      topic 206      topic 380      topic 3        
de              | heilige         | topic 428      topic 129      topic 245      topic 380      
heilige         | Old             | topic 428      topic 349      topic 267      topic 245      
Old             | <UNK>           | topic 245      topic 421      topic 202      topic 240      
<UNK>           | van             | topic 245      topic 428      topic 421      topic 507      
van             | Saint           | topic 428      topic 245      topic 202      topic 49       
Saint           | Andrews         | topic 415      topic 410      topic 202      topic 240      
Andrews         | raakte          | topic 507      topic 421      topic 245      topic 12       
raakte          | weer            | topic 428      topic 507      topic 245      topic 12       
weer            | aan             | topic 428      topic 507      topic 267      topic 251      
aan             | de              | topic 428      topic 379      topic 245      topic 507      
de              | drank           | topic 428      topic 349      topic 18       topic 267      
drank           | gaf             | topic 267      topic 251      topic 507      topic 187      
gaf             | zijn            | topic 507      topic 49       topic 303      topic 251      
zijn            | tweede          | topic 428      topic 349      topic 18       topic 267      
tweede          | vrouw           | topic 349      topic 267      topic 225      topic 457      
vrouw           | een             | topic 507      topic 251      topic 428      topic 202      
een             | ongelukkige     | topic 428      topic 231      topic 406      topic 245      
ongelukkige     | slag            | topic 231      topic 349      topic 245      topic 267      
slag            | enzovoort       | topic 507      topic 251      topic 187      topic 267      
enzovoort       | enzovoort       | topic 187      topic 507      topic 404      topic 205      
enzovoort       | </s>            | topic 187      topic 404      topic 507      topic 242      
<s>             | dat             | topic 507      topic 187      topic 242      topic 134      
dat             | alles           | topic 507      topic 187      topic 202      topic 242      
alles           | was             | topic 187      topic 507      topic 251      topic 267      
was             | niets           | topic 507      topic 187      topic 428      topic 18       
niets           | vergeleken      | topic 187      topic 303      topic 205      topic 507      
vergeleken      | bij             | topic 187      topic 242      topic 507      topic 303      
bij             | wat             | topic 202      topic 134      topic 49       topic 245      
wat             | hem             | topic 18       topic 303      topic 187      topic 507      
hem             | overkwam        | topic 187      topic 507      topic 267      topic 303      
overkwam        | in              | topic 187      topic 507      topic 242      topic 303      
in              | de              | topic 428      topic 245      topic 202      topic 306      
de              | slotronde       | topic 428      topic 349      topic 129      topic 267      
slotronde       | van             | topic 428      topic 60       topic 187      topic 507      
van             | de              | topic 428      topic 202      topic 245      topic 49       
de              | US              | topic 428      topic 245      topic 349      topic 129      
US              | Open            | topic 448      topic 245      topic 265      topic 202      
Open            | op              | topic 203      topic 60       topic 245      topic 225      
op              | de              | topic 428      topic 245      topic 202      topic 206      
de              | achtste         | topic 428      topic 245      topic 153      topic 2        
achtste         | hole            | topic 153      topic 245      topic 369      topic 203      
hole            | van             | topic 245      topic 202      topic 265      topic 369      
van             | <UNK>           | topic 202      topic 245      topic 265      topic 428      
<UNK>           | </s>            | topic 245      topic 202      topic 265      topic 369      
<s>             | voor            | topic 202      topic 245      topic 265      topic 134      
voor            | </s>            | topic 202      topic 428      topic 245      topic 265      
<s>             | <UNK>           | topic 134      topic 202      topic 245      topic 265      
<UNK>           | meteen          | topic 428      topic 245      topic 202      topic 369      
meteen          | omgedoopt       | topic 428      topic 245      topic 202      topic 369      
omgedoopt       | tot             | topic 428      topic 60       topic 218      topic 369      
tot             | <UNK>           | topic 245      topic 428      topic 419      topic 202      
<UNK>           | </s>            | topic 245      topic 428      topic 202      topic 419      
<s>             | gelukkig        | topic 134      topic 428      topic 50       topic 245      
gelukkig        | ligt            | topic 428      topic 245      topic 265      topic 202      
ligt            | die             | topic 245      topic 202      topic 265      topic 419      
die             | achtste         | topic 245      topic 428      topic 265      topic 202      
achtste         | nogal           | topic 153      topic 245      topic 369      topic 265      
nogal           | ver             | topic 245      topic 153      topic 265      topic 444      
ver             | van             | topic 205      topic 265      topic 245      topic 369      
van             | het             | topic 245      topic 202      topic 265      topic 428      
het             | <UNK>           | topic 428      topic 265      topic 369      topic 245      
<UNK>           | of              | topic 265      topic 202      topic 245      topic 197      
of              | <UNK>           | topic 202      topic 245      topic 265      topic 369      
<UNK>           | had             | topic 245      topic 202      topic 369      topic 265      
had             | zijn            | topic 202      topic 265      topic 245      topic 59       
zijn            | clubs           | topic 245      topic 428      topic 265      topic 202      
clubs           | weggegooid      | topic 202      topic 245      topic 265      topic 369      
weggegooid      | en              | topic 205      topic 433      topic 382      topic 404      
en              | zich            | topic 205      topic 433      topic 369      topic 404      
zich            | terstond        | topic 205      topic 369      topic 187      topic 251      
terstond        | weer            | topic 205      topic 245      topic 369      topic 267      
weer            | in              | topic 205      topic 251      topic 203      topic 187      
in              | de              | topic 197      topic 245      topic 203      topic 202      
de              | alcohol         | topic 428      topic 153      topic 86       topic 276      
alcohol         | gestort         | topic 404      topic 187      topic 251      topic 267      
gestort         | </s>            | topic 404      topic 187      topic 251      topic 84       
<s>             | dat             | topic 202      topic 245      topic 265      topic 49       
dat             | had             | topic 202      topic 265      topic 187      topic 245      
had             | hij             | topic 265      topic 202      topic 245      topic 49       
hij             | twee            | topic 428      topic 245      topic 369      topic 265      
twee            | jaar            | topic 296      topic 164      topic 428      topic 369      
jaar            | eerder          | topic 467      topic 404      topic 187      topic 60       
eerder          | al              | topic 187      topic 203      topic 86       topic 245      
al              | eens            | topic 428      topic 245      topic 444      topic 187      
eens            | gedaan          | topic 428      topic 245      topic 444      topic 202      
gedaan          | op              | topic 187      topic 404      topic 242      topic 205      
op              | de              | topic 197      topic 428      topic 245      topic 202      
de              | US              | topic 86       topic 428      topic 245      topic 153      
US              | Open            | topic 448      topic 245      topic 265      topic 46       
Open            | toen            | topic 203      topic 60       topic 245      topic 369      
toen            | hij             | topic 265      topic 245      topic 202      topic 49       
hij             | na              | topic 428      topic 245      topic 444      topic 369      
na              | negen           | topic 428      topic 245      topic 202      topic 444      
negen           | holes           | topic 428      topic 164      topic 444      topic 245      
holes           | in              | topic 428      topic 60       topic 245      topic 369      
in              | de              | topic 428      topic 245      topic 203      topic 15       
de              | slotronde       | topic 428      topic 86       topic 153      topic 2        
slotronde       | het             | topic 428      topic 60       topic 369      topic 245      
het             | plotseling      | topic 428      topic 289      topic 203      topic 205      
plotseling      | op              | topic 428      topic 245      topic 203      topic 289      
op              | zijn            | topic 428      topic 245      topic 197      topic 202      
zijn            | heupen          | topic 428      topic 245      topic 444      topic 2        
heupen          | kreeg           | topic 60       topic 245      topic 428      topic 369      
